timestamp_iso,timestamp_ms,droneID,aircraftAltitude,aircraftLatitude,aircraftLongitude,batteryPercentage,currentWaypointMissionPlanner,distanceToHome,gimbal_PITCH,gimbal_ROLL,gimbal_YAW,headingDroneDegress,homeAltitude,homeLatitude,homeLongitude,isInMission,missionPlan,v_total,vx,vy,vz
2025-07-14T15:31:55.773000Z,1752507115773,drone1,1.0,55.788,-4.526,44.98,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,0.0,0.0,0.0,0.0
2025-07-14T15:31:55.974000Z,1752507115974,drone1,2.0,55.788,-4.526,44.959999999999994,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:31:56.174000Z,1752507116174,drone1,3.0,55.788,-4.526,44.93999999999999,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,5.0,0.0,0.0,5.0
2025-07-14T15:31:56.375000Z,1752507116375,drone1,4.0,55.788,-4.526,44.91999999999999,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:31:56.576000Z,1752507116576,drone1,5.0,55.788,-4.526,44.899999999999984,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:31:56.777000Z,1752507116777,drone1,6.0,55.788,-4.526,44.87999999999998,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:31:56.978000Z,1752507116978,drone1,7.0,55.788,-4.526,44.85999999999998,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:31:57.179000Z,1752507117179,drone1,8.0,55.788,-4.526,44.839999999999975,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:31:57.380000Z,1752507117380,drone1,9.0,55.788,-4.526,44.81999999999997,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:31:57.581000Z,1752507117581,drone1,10.0,55.788,-4.526,44.79999999999997,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:31:57.781000Z,1752507117781,drone1,11.0,55.788,-4.526,44.779999999999966,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,5.0,0.0,0.0,5.0
2025-07-14T15:31:57.982000Z,1752507117982,drone1,12.0,55.788,-4.526,44.75999999999996,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:31:58.183000Z,1752507118183,drone1,13.0,55.788,-4.526,44.73999999999996,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:31:58.384000Z,1752507118384,drone1,14.0,55.788,-4.526,44.719999999999956,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:31:58.585000Z,1752507118585,drone1,15.0,55.788,-4.526,44.69999999999995,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:31:58.786000Z,1752507118786,drone1,16.0,55.788,-4.526,44.67999999999995,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:31:58.987000Z,1752507118987,drone1,17.0,55.788,-4.526,44.65999999999995,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:31:59.188000Z,1752507119188,drone1,18.0,55.788,-4.526,44.639999999999944,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:31:59.388000Z,1752507119388,drone1,19.0,55.788,-4.526,44.61999999999994,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,5.0,0.0,0.0,5.0
2025-07-14T15:31:59.589000Z,1752507119589,drone1,20.0,55.788,-4.526,44.59999999999994,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:31:59.790000Z,1752507119790,drone1,21.0,55.788,-4.526,44.579999999999934,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:31:59.991000Z,1752507119991,drone1,22.0,55.788,-4.526,44.55999999999993,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:32:00.192000Z,1752507120192,drone1,23.0,55.788,-4.526,44.53999999999993,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:32:00.393000Z,1752507120393,drone1,24.0,55.788,-4.526,44.519999999999925,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:32:00.593000Z,1752507120593,drone1,25.0,55.788,-4.526,44.49999999999992,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,5.0,0.0,0.0,5.0
2025-07-14T15:32:00.794000Z,1752507120794,drone1,26.0,55.788,-4.526,44.47999999999992,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:32:00.995000Z,1752507120995,drone1,27.0,55.788,-4.526,44.459999999999916,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:32:01.196000Z,1752507121196,drone1,28.0,55.788,-4.526,44.43999999999991,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:32:01.397000Z,1752507121397,drone1,29.0,55.788,-4.526,44.41999999999991,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:32:01.598000Z,1752507121598,drone1,30.0,55.788,-4.526,44.399999999999906,,0,7.6000000000000005,0.0,-71.9,-92.0,0,4.58,4.58,False,,4.975124378109452,0.0,0.0,4.975124378109452
2025-07-14T15:32:01.799000Z,1752507121799,drone1,30.0,55.788002597402595,-4.526044545454545,44.34999999999991,0.0,0,9.104190513075505,0.0,-71.84810525410433,275.92073483767354,0,4.58,4.58,True,"[{'latitude': 55.7882, 'longitude': -4.52943, 'altitude': 30}, {'latitude': 55.7882, 'longitude': -4.53213, 'altitude': 30}, {'latitude': 55.78948, 'longitude': -4.53213, 'altitude': 30}, {'latitude': 55.78948, 'longitude': -4.52943, 'altitude': 30}, {'latitude': 55.7882, 'longitude': -4.52943, 'altitude': 30}]",13.945561187523767,-13.871169782971911,1.4385150979173877,0.0
